condition,model_level,objective,candidate_id,r2,baseline_r2
Pooled,OLS,o_min,m050520_o_min_ord6_rk00006,0.3960377129238678,0.4356486069738752
Pooled,d1,o_max,m003016_o_max_ord6_rk00017,0.4377678441476358,0.4296994627244175
Pooled,d1,o_max,m006005_o_max_ord9_rk00006,0.4353223191612994,0.4296994627244175
Pooled,d1,o_max,m001000_o_max_ord4_rk00001,0.4352311888659116,0.4296994627244175
Pooled,d1,o_max,m001006_o_max_ord4_rk00007,0.43513435991431515,0.4296994627244175
Pooled,d1,o_max,m002011_o_max_ord5_rk00012,0.43502770600688456,0.4296994627244175
Pooled,d1,o_max,m000002_o_max_ord3_rk00003,0.4344376371530455,0.4296994627244175
Pooled,d1,o_max,m000011_o_max_ord3_rk00012,0.4343897068718896,0.4296994627244175
Pooled,d1,o_max,m000000_o_max_ord3_rk00001,0.43429885810945545,0.4296994627244175
Pooled,d1,o_max,m003009_o_max_ord6_rk00010,0.43419675228225785,0.4296994627244175
Pooled,d1,o_max,m005004_o_max_ord8_rk00005,0.4341490200499559,0.4296994627244175
Pooled,d1,o_max,m001002_o_max_ord4_rk00003,0.4340015818604117,0.4296994627244175
Pooled,d1,o_max,m004008_o_max_ord7_rk00009,0.4339945104968499,0.4296994627244175
Pooled,d1,o_max,m001008_o_max_ord4_rk00009,0.43382291193644373,0.4296994627244175
Pooled,d1,o_max,m005001_o_max_ord8_rk00002,0.43372216616863746,0.4296994627244175
Pooled,d1,o_max,m013012_o_max_ord16_rk00013,0.4336635492107579,0.4296994627244175
Pooled,d1,o_max,m005014_o_max_ord8_rk00015,0.4333470690519222,0.4296994627244175
Pooled,d1,o_max,m000017_o_max_ord3_rk00018,0.4333058289692078,0.4296994627244175
Pooled,d1,o_max,m000018_o_max_ord3_rk00019,0.433223800908617,0.4296994627244175
Pooled,d1,o_max,m001013_o_max_ord4_rk00014,0.43309948444648505,0.4296994627244175
Pooled,d1,o_max,m016007_o_max_ord19_rk00008,0.4330933504154364,0.4296994627244175
Pooled,d1,o_min,m049526_o_min_ord5_rk00012,0.4414669738504089,0.4296994627244175
Pooled,d1,o_min,m051516_o_min_ord7_rk00002,0.43811524361035603,0.4296994627244175
Pooled,d1,o_min,m050525_o_min_ord6_rk00011,0.43803117453162865,0.4296994627244175
Pooled,d1,o_min,m050526_o_min_ord6_rk00012,0.43482581193023917,0.4296994627244175
Pooled,d1,o_min,m050520_o_min_ord6_rk00006,0.4346690806229796,0.4296994627244175
Pooled,d1,o_min,m052525_o_min_ord8_rk00011,0.43349647164604466,0.4296994627244175
Pooled,d1,o_min,m050522_o_min_ord6_rk00008,0.432789170220915,0.4296994627244175
Pooled,d1,o_min,m061519_o_min_ord17_rk00005,0.43267062862863137,0.4296994627244175
Pooled,d1,o_min,m057531_o_min_ord13_rk00017,0.4326404283104939,0.4296994627244175
Pooled,d1,o_min,m050519_o_min_ord6_rk00005,0.4326260250977525,0.4296994627244175
Pooled,d1,o_min,m051519_o_min_ord7_rk00005,0.43258575511822306,0.4296994627244175
Pooled,d1,o_min,m057525_o_min_ord13_rk00011,0.4325021651118035,0.4296994627244175
Pooled,d1,o_min,m056529_o_min_ord12_rk00015,0.4323934780374914,0.4296994627244175
Pooled,d1,o_min,m051533_o_min_ord7_rk00019,0.43178852281377456,0.4296994627244175
Pooled,d1,o_min,m061526_o_min_ord17_rk00012,0.43128020552275703,0.4296994627244175
Pooled,d1,o_min,m050533_o_min_ord6_rk00019,0.43107192976420683,0.4296994627244175
Pooled,d1,o_min,m061522_o_min_ord17_rk00008,0.4310565267169387,0.4296994627244175
Pooled,d1,o_min,m048526_o_min_ord4_rk00012,0.4310040797646717,0.4296994627244175
Pooled,d1,o_min,m060518_o_min_ord16_rk00004,0.4307995364883377,0.4296994627244175
Pooled,d1,o_min,m047528_o_min_ord3_rk00014,0.43062544518565715,0.4296994627244175
Pooled,d2,o_max,m023016_o_max_ord26_rk00017,0.46368513696835667,0.4026369100629933
Pooled,d2,o_max,m025009_o_max_ord28_rk00010,0.45776565927041246,0.4026369100629933
Pooled,d2,o_max,m025004_o_max_ord28_rk00005,0.4558286848674301,0.4026369100629933
Pooled,d2,o_max,m026009_o_max_ord29_rk00010,0.453615396784496,0.4026369100629933
Pooled,d2,o_max,m020018_o_max_ord23_rk00019,0.45348790377173576,0.4026369100629933
Pooled,d2,o_max,m024018_o_max_ord27_rk00019,0.45318075731886687,0.4026369100629933
