condition,objective,rung_id,candidate_id,order,r2,shannon_h,n_domains,dominant_domain
AD+FTD->AD,o_max,ols,m007007_o_max_ord10_rk00008,10,0.3300663778420846,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m004008_o_max_ord7_rk00009,7,0.3256614793949204,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m002019_o_max_ord5_rk00020,5,0.3250405149010122,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m005004_o_max_ord8_rk00005,8,0.325028142034853,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m003012_o_max_ord6_rk00013,6,0.3209319065078854,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006016_o_max_ord9_rk00017,9,0.3202432153308399,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006019_o_max_ord9_rk00020,9,0.3201630862092112,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m004005_o_max_ord7_rk00006,7,0.3135186662998048,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m005008_o_max_ord8_rk00009,8,0.3129942686848086,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m005017_o_max_ord8_rk00018,8,0.3115228819365372,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m005003_o_max_ord8_rk00004,8,0.3101180458550131,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006004_o_max_ord9_rk00005,9,0.3084708703307138,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007005_o_max_ord10_rk00006,10,0.3066110091554231,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007015_o_max_ord10_rk00016,10,0.3050146574555546,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006000_o_max_ord9_rk00001,9,0.3040698853102866,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m004010_o_max_ord7_rk00011,7,0.3006349634475367,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007013_o_max_ord10_rk00014,10,0.2995208929606837,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006001_o_max_ord9_rk00002,9,0.2987952619437436,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007009_o_max_ord10_rk00010,10,0.2986971075580504,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006006_o_max_ord9_rk00007,9,0.2982277559931425,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006013_o_max_ord9_rk00014,9,0.2964320260292962,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006015_o_max_ord9_rk00016,9,0.294465898953832,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007010_o_max_ord10_rk00011,10,0.2929646382472064,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007004_o_max_ord10_rk00005,10,0.2868916223847345,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m005011_o_max_ord8_rk00012,8,0.2839597538578935,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006010_o_max_ord9_rk00011,9,0.2812173744419369,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m009016_o_max_ord12_rk00017,12,0.2728661245365479,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m007014_o_max_ord10_rk00015,10,0.2725791505766535,0.4689955935892812,2,Democracy
AD+FTD->AD,o_max,ols,m009004_o_max_ord12_rk00005,12,0.2668016156131543,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006002_o_max_ord9_rk00003,9,0.2618794182128903,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008006_o_max_ord11_rk00007,11,0.2606265260562885,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006011_o_max_ord9_rk00012,9,0.2585916267129564,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m006005_o_max_ord9_rk00006,9,0.2549476933091901,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m010003_o_max_ord13_rk00004,13,0.2517579575611299,-0.0,1,Democracy
AD+FTD->AD,o_max,ols,m008014_o_max_ord11_rk00015,11,0.2481977554786745,-0.0,1,Democracy
