fold,series,median_r2,min_r2,max_r2,baseline_r2
America Central,top20_red,0.2021597132245188,0.177298598968041,0.265703105277612,0.2635345378058533
America Northern,top20_red,0.5358853374730256,0.5183143884236856,0.5388991613560508,0.5399721253402381
America South,top20_red,0.2284757980040555,0.2173737104781726,0.2505029623701554,0.2445271499507101
Asia East,top20_red,0.4859455297088418,0.4676816356018878,0.508202832973979,0.4724492826520214
Asia South,top20_red,0.2604001454111849,0.2367963018176919,0.2683638219372541,0.2500147508036958
Europe North/Western,top20_red,0.6026724684701885,0.5172737981301024,0.6168390531031729,0.599265252211133
Europe Southern,top20_red,0.4163922084066181,0.3951441330524144,0.435916010585839,0.426867869812237
Oceania,top20_red,0.5949201904526529,0.5466934437006484,0.6112770422729857,0.577602003498741
America Central,top20_syn,0.2280083248639015,0.1735109999612009,0.2999852141765604,0.2635345378058533
America Northern,top20_syn,0.5444293566504745,0.5327511381320258,0.5526789269526877,0.5399721253402381
America South,top20_syn,0.2482170450560855,0.2389456274872549,0.2530288142911419,0.2445271499507101
Asia East,top20_syn,0.4785730493261185,0.456601304946732,0.5088812638331882,0.4724492826520214
Asia South,top20_syn,0.2436737716347922,0.1068909976458791,0.258685758388453,0.2500147508036958
Europe North/Western,top20_syn,0.586128830315404,0.5442668086829356,0.6110345949782747,0.599265252211133
Europe Southern,top20_syn,0.4198945779281571,0.391698285232792,0.4555537226304783,0.426867869812237
Oceania,top20_syn,0.582094370140486,0.5468166525910421,0.614009446796016,0.577602003498741
