fold,series,median_r2,min_r2,max_r2,baseline_r2
America Central,top20_red,0.2749288139270965,0.2698718776296958,0.2781118870680565,0.2777974216786431
America Northern,top20_red,0.2661291365688523,0.2644297038496518,0.267348965000163,0.2529138092678717
America South,top20_red,0.2331916398503078,0.232202859311508,0.2350832117120574,0.2073051403794951
Asia East,top20_red,0.1569030577815915,0.1548430302229863,0.1628272077246668,0.1685346864860045
Asia South,top20_red,0.1628331888872478,0.1584574023100379,0.1660417856531714,0.1648144650027744
Europe North/Western,top20_red,0.2612038725217898,0.2458766369769445,0.2688828128910403,0.2348850047454475
Europe Southern,top20_red,0.0785449302585385,0.074346911418375,0.0836179264023666,0.0732951822510045
Oceania,top20_red,0.2001878446539719,0.1902859561516241,0.2109581283123546,0.1615865305040095
Southern Africa,top20_red,-0.0431060453331502,-0.0478806782271714,-0.0390595549476266,-0.0346687047118665
America Central,top20_syn,0.2809360882107594,0.2557466461662459,0.3128167009937044,0.2777974216786431
America Northern,top20_syn,0.2656298427459695,0.2551222057136074,0.2708024118102304,0.2529138092678717
America South,top20_syn,0.2337871148566958,0.2291896984839315,0.2385406718201289,0.2073051403794951
Asia East,top20_syn,0.1557009998974358,0.1482492076794088,0.1761291149205134,0.1685346864860045
Asia South,top20_syn,0.1642611218254792,0.1594818590096992,0.1754509246292629,0.1648144650027744
Europe North/Western,top20_syn,0.2716633862641814,0.2482745410851566,0.2771145606344506,0.2348850047454475
Europe Southern,top20_syn,0.0842060939804969,0.048573870300997,0.1040977680407773,0.0732951822510045
Oceania,top20_syn,0.1982948582262227,0.1843209646238196,0.218040565351705,0.1615865305040095
Southern Africa,top20_syn,-0.0538037639344178,-0.1160630635618698,0.0067871962420913,-0.0346687047118665
