fold,series,median_r2,min_r2,max_r2,baseline_r2
Argentina,top20_red,0.4122811777769991,0.40355712583879,0.4341712594251127,0.4159752949582073
Australia,top20_red,0.5542138847861027,0.5465758618439133,0.5721636555296663,0.568149416705714
Brazil,top20_red,0.1812210594215915,0.1750089030651951,0.1875770900467575,0.1814159461700387
Canada,top20_red,0.4131568055507861,0.4039279205313495,0.4199556661215804,0.4104169158467855
Chile,top20_red,0.4245735648142646,0.3961817076267672,0.437973949261416,0.3793114633446984
China,top20_red,0.4999097936412023,0.4940911531684262,0.5086718291090815,0.4974287177027352
Colombia,top20_red,0.2357055109023389,0.223296899973117,0.2400714605546738,0.2225965290130643
Germany,top20_red,0.7277347605933477,0.611022762213782,0.7584038939264729,0.6981605232116671
India,top20_red,0.212866959904861,0.206411418705685,0.2349645148325607,0.2092538252744487
Ireland,top20_red,0.4700098753457908,0.4424126536623025,0.4761511037023814,0.0553181402234045
Japan,top20_red,0.4743106853270751,0.4509736604183214,0.4884023628184876,0.4592474674656303
Mexico,top20_red,0.0007781783881063,-0.0348191430400806,0.0258849998160786,-0.0084517849644223
Spain,top20_red,-0.1138214691670319,-0.1997534234607765,-0.0961257037034961,-0.1414645714678437
Turkey,top20_red,0.4880905785933713,0.4624209773604085,0.4940048334871938,0.4797530794971832
United Kingdom,top20_red,0.6101490745067051,0.5869082113829289,0.6253390446158202,0.6158300966993231
United States,top20_red,0.5544857860449048,0.5469464108987805,0.5593111543795168,0.5507744626072588
Argentina,top20_syn,0.4201397870264757,0.4038016672320843,0.4356158371716283,0.4159752949582073
Australia,top20_syn,0.590642819329827,0.5646474890136954,0.6149855372213986,0.568149416705714
Brazil,top20_syn,0.1728026124523727,0.1474187077266081,0.1824894191962415,0.1814159461700387
Canada,top20_syn,0.4130242998432643,0.4027521878842436,0.4250800777377869,0.4104169158467855
Chile,top20_syn,0.4279574042047847,0.3743141318747052,0.4565583621155263,0.3793114633446984
China,top20_syn,0.5088603115713968,0.4940911531684262,0.5245923981603959,0.4974287177027352
Colombia,top20_syn,0.2374967704893204,0.2056905169933753,0.2502410576298057,0.2225965290130643
Germany,top20_syn,0.692752407345657,0.5959118671329209,0.7250767603140668,0.6981605232116671
India,top20_syn,0.2055883711231054,0.1289458274008246,0.2352277143403204,0.2092538252744487
Ireland,top20_syn,0.3440734904823138,0.0488021517965152,0.4680923630159019,0.0553181402234045
Japan,top20_syn,0.4760479810514867,0.4543261018722676,0.4871120268661627,0.4592474674656303
Mexico,top20_syn,0.0528547984581836,-0.0855151622398533,0.1185098607790556,-0.0084517849644223
Spain,top20_syn,-0.3463524345880413,-0.6148820461414699,-0.1552524611133052,-0.1414645714678437
Turkey,top20_syn,0.4881301636908025,0.46168998232999,0.4949394791425123,0.4797530794971832
United Kingdom,top20_syn,0.6155111445265593,0.5916028871928392,0.620160520267089,0.6158300966993231
United States,top20_syn,0.5497556393098937,0.5317076722005416,0.5578904150215699,0.5507744626072588
