fold,series,median_r2,min_r2,max_r2,baseline_r2
Argentina,top20_red,0.5105294141535464,0.4766672629503042,0.5295868582360364,0.5028524903263405
Australia,top20_red,0.6630862058582048,0.6443018125032638,0.6861794956223262,0.6164784036489321
Brazil,top20_red,0.1880050313932324,0.1616202209735582,0.2012161419252104,0.1429535018697053
Canada,top20_red,0.4171496416809512,0.3900766553375219,0.4323838596665293,0.4252514972319289
Chile,top20_red,0.509473344056881,0.4866621962445535,0.5233363008560581,0.4466023791509751
China,top20_red,0.5378173033752767,0.4982138900890378,0.5484829858678615,0.549567348234565
Colombia,top20_red,0.2492686439813579,0.2272257060807191,0.2743098792793041,0.2559967999802814
Germany,top20_red,0.6719171680263268,0.5459927113142015,0.7161906938302258,0.7077125721688992
India,top20_red,0.2397894456260393,0.2008868846227076,0.2959493816761406,0.2077693059508352
Ireland,top20_red,0.2951043360233522,0.0113477117879791,0.44105880564469,0.1338397163007388
Japan,top20_red,0.424149407077693,0.3906141268307318,0.5068439037637882,0.4852779530692195
Mexico,top20_red,-0.0882922262048183,-0.2744174345858463,0.0576872161807237,-0.0097633785409028
Spain,top20_red,-0.0536215586122804,-0.13251901893501,-0.0146288728723493,-0.011649305470514
Turkey,top20_red,0.3913937839562836,0.3465475215200272,0.4270175030617993,0.3925848882632592
United Kingdom,top20_red,0.643929161246324,0.619391913855269,0.6607311521738808,0.6508474541838836
United States,top20_red,0.5962535522948063,0.5810734768801196,0.6105935405356109,0.5649204839219267
Argentina,top20_syn,0.5455887428876609,0.5281787380056209,0.6186730076461975,0.5028524903263405
Australia,top20_syn,0.6406301786362322,0.5542175766850463,0.6899488739056746,0.6164784036489321
Brazil,top20_syn,0.1788658103944659,0.1369835252167921,0.2015147613333563,0.1429535018697053
Canada,top20_syn,0.4269261403452765,0.405761251486159,0.4512289292518108,0.4252514972319289
Chile,top20_syn,0.4132893118763332,0.2951640056434848,0.5175983525621587,0.4466023791509751
China,top20_syn,0.5045962947613557,0.3669332191582596,0.550277436086945,0.549567348234565
Colombia,top20_syn,0.2532766604826543,0.2290340724762117,0.2820976301066217,0.2559967999802814
Germany,top20_syn,0.6978340772490014,0.5730276948673892,0.7170647382286364,0.7077125721688992
India,top20_syn,0.2545352190873408,0.2226480334258429,0.2955231524690395,0.2077693059508352
Ireland,top20_syn,0.0519839125281467,-0.9180350346866182,0.3880013120328672,0.1338397163007388
Japan,top20_syn,0.4839747898282801,0.3324034876114147,0.5075633330468673,0.4852779530692195
Mexico,top20_syn,0.1809787913504688,0.1125980545628392,0.2355938981495806,-0.0097633785409028
Spain,top20_syn,-0.0547677019382377,-0.1793480131882601,0.0511160797794102,-0.011649305470514
Turkey,top20_syn,0.4877535407204649,0.3611044152093748,0.5075548220581858,0.3925848882632592
United Kingdom,top20_syn,0.6565385509521344,0.6238792327059917,0.6785049482437241,0.6508474541838836
United States,top20_syn,0.5693790787924591,0.5541728537771611,0.6244082416490573,0.5649204839219267
