model_level,objective,candidate_id,full_r2,base_r2,delta_r2_vs_base
OLS,o_max,m000000_o_max_ord3_rk00001,0.4384530726689259,0.5511279581498074,-0.1126748854808815
OLS,o_max,m000001_o_max_ord3_rk00002,-3.705845927752697,0.5511279581498074,-4.256973885902505
OLS,o_max,m000002_o_max_ord3_rk00003,0.4932223315832801,0.5511279581498074,-0.05790562656652731
OLS,o_max,m000003_o_max_ord3_rk00004,0.4894619467601609,0.5511279581498074,-0.0616660113896465
OLS,o_max,m000004_o_max_ord3_rk00005,0.4772041784185664,0.5511279581498074,-0.07392377973124103
OLS,o_max,m000005_o_max_ord3_rk00006,0.4255344721788188,0.5511279581498074,-0.12559348597098863
OLS,o_max,m000006_o_max_ord3_rk00007,0.4583821782041838,0.5511279581498074,-0.09274577994562361
OLS,o_max,m000007_o_max_ord3_rk00008,0.48570209280274,0.5511279581498074,-0.0654258653470674
OLS,o_max,m000008_o_max_ord3_rk00009,0.472474100996595,0.5511279581498074,-0.07865385715321244
OLS,o_max,m000009_o_max_ord3_rk00010,0.4753491635599596,0.5511279581498074,-0.07577879458984782
OLS,o_max,m000010_o_max_ord3_rk00011,0.4662750083780335,0.5511279581498074,-0.08485294977177393
OLS,o_max,m000011_o_max_ord3_rk00012,0.4662813985117516,0.5511279581498074,-0.08484655963805582
OLS,o_max,m000012_o_max_ord3_rk00013,0.4926556670163033,0.5511279581498074,-0.058472291133504106
OLS,o_max,m000013_o_max_ord3_rk00014,0.489398070820232,0.5511279581498074,-0.061729887329575406
OLS,o_max,m000014_o_max_ord3_rk00015,0.4737597110028047,0.5511279581498074,-0.07736824714700274
OLS,o_max,m000015_o_max_ord3_rk00016,0.5026947830106556,0.5511279581498074,-0.048433175139151796
OLS,o_max,m000016_o_max_ord3_rk00017,0.4885121631193898,0.5511279581498074,-0.06261579503041764
OLS,o_max,m000017_o_max_ord3_rk00018,0.4366171601049519,0.5511279581498074,-0.11451079804485553
OLS,o_max,m000018_o_max_ord3_rk00019,0.5066948787827956,0.5511279581498074,-0.044433079367011796
OLS,o_max,m000019_o_max_ord3_rk00020,0.4820025144855876,0.5511279581498074,-0.0691254436642198
OLS,o_max,m001000_o_max_ord4_rk00001,0.4816966613659983,0.5511279581498074,-0.0694312967838091
OLS,o_max,m001001_o_max_ord4_rk00002,0.4394223688275471,0.5511279581498074,-0.11170558932226032
OLS,o_max,m001002_o_max_ord4_rk00003,0.4578453278040284,0.5511279581498074,-0.093282630345779
OLS,o_max,m001003_o_max_ord4_rk00004,0.4653293179905238,0.5511279581498074,-0.08579864015928362
OLS,o_max,m001004_o_max_ord4_rk00005,0.4443319978444334,0.5511279581498074,-0.10679596030537403
OLS,o_max,m001005_o_max_ord4_rk00006,0.4375718786418922,0.5511279581498074,-0.11355607950791524
OLS,o_max,m001006_o_max_ord4_rk00007,0.5063007299028436,0.5511279581498074,-0.044827228246963835
OLS,o_max,m001007_o_max_ord4_rk00008,-5.527868317744669,0.5511279581498074,-6.078996275894476
OLS,o_max,m001008_o_max_ord4_rk00009,0.4127435073726886,0.5511279581498074,-0.1383844507771188
OLS,o_max,m001009_o_max_ord4_rk00010,0.4292781510872632,0.5511279581498074,-0.12184980706254422
OLS,o_max,m001010_o_max_ord4_rk00011,0.4866001786074955,0.5511279581498074,-0.06452777954231192
OLS,o_max,m001011_o_max_ord4_rk00012,0.4725523375854822,0.5511279581498074,-0.07857562056432521
OLS,o_max,m001012_o_max_ord4_rk00013,0.4647949844350232,0.5511279581498074,-0.08633297371478421
OLS,o_max,m001013_o_max_ord4_rk00014,0.4156909555940229,0.5511279581498074,-0.1354370025557845
OLS,o_max,m001014_o_max_ord4_rk00015,0.4658796215315828,0.5511279581498074,-0.08524833661822462
OLS,o_max,m001015_o_max_ord4_rk00016,0.39752286600347,0.5511279581498074,-0.15360509214633744
OLS,o_max,m001016_o_max_ord4_rk00017,0.4946985626896566,0.5511279581498074,-0.0564293954601508
OLS,o_max,m001017_o_max_ord4_rk00018,0.4623555642300527,0.5511279581498074,-0.08877239391975472
OLS,o_max,m001018_o_max_ord4_rk00019,0.5030714541284573,0.5511279581498074,-0.04805650402135009
OLS,o_max,m001019_o_max_ord4_rk00020,-2.825451821067292,0.5511279581498074,-3.3765797792170993
OLS,o_max,m002000_o_max_ord5_rk00001,0.4579217790081847,0.5511279581498074,-0.09320617914162271
OLS,o_max,m002001_o_max_ord5_rk00002,0.4918923545764836,0.5511279581498074,-0.0592356035733238
OLS,o_max,m002002_o_max_ord5_rk00003,0.4605252180236003,0.5511279581498074,-0.09060274012620712
OLS,o_max,m002003_o_max_ord5_rk00004,0.4652710990810106,0.5511279581498074,-0.08585685906879681
OLS,o_max,m002004_o_max_ord5_rk00005,0.4561135074413009,0.5511279581498074,-0.0950144507085065
OLS,o_max,m002005_o_max_ord5_rk00006,0.4913705551489065,0.5511279581498074,-0.05975740300090093
OLS,o_max,m002006_o_max_ord5_rk00007,0.5081249805384833,0.5511279581498074,-0.0430029776113241
OLS,o_max,m002007_o_max_ord5_rk00008,0.4906001741721911,0.5511279581498074,-0.06052778397761632
OLS,o_max,m002008_o_max_ord5_rk00009,0.446799510311769,0.5511279581498074,-0.10432844783803841
OLS,o_max,m002009_o_max_ord5_rk00010,0.4657323254685114,0.5511279581498074,-0.08539563268129602
OLS,o_max,m002010_o_max_ord5_rk00011,0.4588692233128513,0.5511279581498074,-0.09225873483695612
OLS,o_max,m002011_o_max_ord5_rk00012,0.4803198040087147,0.5511279581498074,-0.0708081541410927
OLS,o_max,m002012_o_max_ord5_rk00013,0.4780108156738876,0.5511279581498074,-0.07311714247591983
OLS,o_max,m002013_o_max_ord5_rk00014,0.4455996526681826,0.5511279581498074,-0.10552830548162484
OLS,o_max,m002014_o_max_ord5_rk00015,0.4677331140140667,0.5511279581498074,-0.08339484413574072
OLS,o_max,m002015_o_max_ord5_rk00016,0.4587164810145573,0.5511279581498074,-0.09241147713525011
OLS,o_max,m002016_o_max_ord5_rk00017,0.4848807960942511,0.5511279581498074,-0.06624716205555631
OLS,o_max,m002017_o_max_ord5_rk00018,0.4375418093803002,0.5511279581498074,-0.11358614876950723
OLS,o_max,m002018_o_max_ord5_rk00019,0.416152966197714,0.5511279581498074,-0.1349749919520934
OLS,o_max,m002019_o_max_ord5_rk00020,0.4893770891395383,0.5511279581498074,-0.061750869010269105
