model_level,objective,pct_synergistic_triplets,full_r2
d2,o_min,42.4242,0.4472970481859899
d2,o_min,40.909099999999995,0.448580263298462
d2,o_min,40.909099999999995,0.45313480802202655
d2,o_min,49.8214,0.4483756178291167
d2,o_min,48.8971,0.45198182768972883
d2,o_min,49.2647,0.44825147991601233
d2,o_min,52.451,0.4493794252842337
d2,o_min,50.350899999999996,0.4492397278571578
d2,o_min,51.052600000000005,0.4467734561051995
d2,o_min,45.188,0.45680772778685375
d2,o_min,45.4135,0.4553570795821732
d2,o_min,46.6234,0.448904502937162
d2,o_min,48.051899999999996,0.4480657140885125
d2,o_min,47.5325,0.44784948140409564
d2,o_min,48.1169,0.4501820224719816
d2,o_min,46.1688,0.44888096272915246
d2,o_min,49.0909,0.4492442349586636
d2,o_min,50.3896,0.44778262504346256
d2,o_min,49.0909,0.450112674674229
d2,o_min,49.633,0.45332159077639955
d2,o_min,48.786,0.4500423796137053
d2,o_min,48.6166,0.4492668135928102
d2,o_min,49.519999999999996,0.4525558863919463
d2,o_min,48.786,0.4475232715967299
d2,o_min,49.1248,0.4489651854372363
d2,o_min,45.5675,0.45162508537477275
d2,o_min,49.2942,0.450662969730926
d2,o_min,47.3744,0.4504031474623138
d2,o_min,49.2589,0.44877248765958855
d2,o_min,49.6047,0.44782342304477796
d2,o_min,49.6047,0.4496450308837494
d2,o_min,49.2095,0.44814125384201
d2,o_min,48.715399999999995,0.4499619621043148
d2,o_min,49.9012,0.4476125864816185
d2,o_min,46.5415,0.4576215781089341
d2,o_min,49.826100000000004,0.4494941405053263
d2,o_min,49.3043,0.44889527550889197
d2,o_min,48.5217,0.447835597392893
d2,o_min,48.7692,0.4479337358577393
d2,o_min,48.8889,0.4498849232672447
d2,o_min,46.8864,0.4481199059827812
d3,o_max,0.0,0.45351522167535807
d3,o_max,0.0,0.4523761004658726
d3,o_max,0.0,0.4578654937783011
d3,o_max,0.0,0.4534455172951418
d3,o_max,0.0,0.4550232681528672
d3,o_max,0.0,0.45276054685049183
d3,o_max,0.0,0.45585223680209286
d3,o_max,0.0,0.4526243891201931
d3,o_max,0.0,0.4521379851921399
d3,o_max,0.0,0.4543866243813308
d3,o_max,0.0,0.45827034747003315
d3,o_max,0.0,0.4581174671192708
d3,o_max,0.0,0.45669508218617616
d3,o_max,0.0,0.45225582602202397
d3,o_max,0.0,0.45707588072923366
d3,o_max,0.0,0.4523127739852868
d3,o_max,0.0,0.45855821097279303
d3,o_max,0.0,0.45768562381649636
d3,o_max,0.0,0.4548307408415193
d3,o_max,0.0,0.45356487610863394
d3,o_max,0.0,0.4566786516416549
d3,o_max,0.0,0.4605807529391929
d3,o_max,0.0,0.45265791975677927
d3,o_max,0.0,0.45824140963153703
d3,o_max,0.0,0.4521531078110185
d3,o_max,0.0,0.46056029859704384
d3,o_max,0.0,0.46298852444653327
d3,o_max,0.0,0.45854830584348616
d3,o_max,0.0,0.45277995249265945
d3,o_max,0.0,0.4534126951405374
d3,o_max,0.0,0.4600010660233138
d3,o_max,0.0,0.4562422619962967
d3,o_max,0.0,0.45241747996773074
d3,o_max,0.0,0.4566458416091126
d3,o_max,0.0434783,0.45616502309923956
d3,o_max,0.0434783,0.4563348946272251
d3,o_max,0.0434783,0.45934137061822766
d3,o_max,0.0434783,0.45610266250790465
d3,o_max,0.884615,0.4544433510357011
d3,o_max,0.038461499999999996,0.465622613461008
d3,o_max,0.884615,0.46835437280591896
d3,o_max,0.038461499999999996,0.45436479117467543
d3,o_max,0.034188,0.45424671780554293
d3,o_max,0.034188,0.46319929872946575
d3,o_max,0.034188,0.46190738442924717
d3,o_max,0.0683761,0.45243572012530664
d3,o_max,0.061050099999999996,0.4536078567051193
d3,o_max,1.17679,0.4544947862237755
d3,o_max,15.197,0.45802411510018926
d3,o_max,0.0492611,0.4534328070767395
d3,o_min,100.0,0.45897667222817584
d3,o_min,100.0,0.4643457454344351
d3,o_min,50.0,0.4584363105509327
d3,o_min,50.0,0.46762988264523697
d3,o_min,60.0,0.4602074769231608
d3,o_min,51.4286,0.46653715688393727
d3,o_min,53.571400000000004,0.4580563323969967
d3,o_min,45.9341,0.4586925011914188
d3,o_min,51.225500000000004,0.4593360826370988
d3,o_min,47.8844,0.45841454139808147
d3,o_min,50.350899999999996,0.45796150386235246
d3,o_min,47.3684,0.4588480501435718
d3,o_min,49.8496,0.45786993318441627
d3,o_min,45.188,0.46205840544844423
d3,o_min,47.1429,0.46005207790571
d3,o_min,47.2727,0.4608604800365944
d3,o_min,48.786,0.45838391551493873
d3,o_min,49.519999999999996,0.4576964344993508
d3,o_min,49.1248,0.4580463960328872
d3,o_min,45.5675,0.45792827700433203
d3,o_min,48.1084,0.4600779278869028
d3,o_min,47.3744,0.4603448020540062
d3,o_min,49.6047,0.4578050805332914
d3,o_min,48.715399999999995,0.45881439530073154
d3,o_min,49.9012,0.4590728962066539
d3,o_min,46.5415,0.4591941137543101
d3,o_min,48.666,0.45937976905051614
d3,o_min,49.3043,0.46168678772938276
d3,o_min,49.7826,0.46147268358585813
d3,o_min,49.3043,0.46193594576110697
d3,o_min,49.2609,0.4650145908120664
d3,o_min,48.7391,0.4599953425615677
d3,o_min,48.5217,0.46239524148296196
d3,o_min,48.8077,0.46325708591438675
d3,o_min,48.8462,0.46243390490364544
d3,o_min,48.7692,0.46527111983378533
d3,o_min,48.2692,0.45944710986315207
d3,o_min,49.3077,0.46820371902562774
d3,o_min,49.2308,0.4618961247402884
d3,o_min,48.7692,0.4634519489302974
d3,o_min,48.8462,0.4660085917643919
d3,o_min,49.5,0.47906894550828594
