model_level,objective,candidate_id,full_r2,baseline_r2,best_single_r2
d1,o_min,m047528_o_min_ord3_rk00014,0.43062544518565715,0.4296994627244175,0.4429582062713171
d1,o_min,m049528_o_min_ord5_rk00014,0.430299388434922,0.4296994627244175,0.4429582062713171
d1,o_min,m050515_o_min_ord6_rk00001,0.4300661614467851,0.4296994627244175,0.4429582062713171
d1,o_min,m061515_o_min_ord17_rk00001,0.4299375460482151,0.4296994627244175,0.4429582062713171
d1,o_min,m063522_o_min_ord19_rk00008,0.4298693865466163,0.4296994627244175,0.4429582062713171
d1,o_min,m060531_o_min_ord16_rk00017,0.4297832870950853,0.4296994627244175,0.4429582062713171
d1,o_min,m060515_o_min_ord16_rk00001,0.429712656169151,0.4296994627244175,0.4429582062713171
d1,o_min,m047527_o_min_ord3_rk00013,0.429676889632298,0.4296994627244175,0.4429582062713171
d1,o_min,m047526_o_min_ord3_rk00012,0.4296431893171988,0.4296994627244175,0.4429582062713171
d1,o_min,m051525_o_min_ord7_rk00011,0.42962519720049575,0.4296994627244175,0.4429582062713171
d1,o_min,m047534_o_min_ord3_rk00020,0.4296166476057349,0.4296994627244175,0.4429582062713171
d1,o_min,m061527_o_min_ord17_rk00013,0.4292054722817794,0.4296994627244175,0.4429582062713171
d1,o_min,m048524_o_min_ord4_rk00010,0.42917346627136355,0.4296994627244175,0.4429582062713171
d1,o_min,m053530_o_min_ord9_rk00016,0.42899185804336915,0.4296994627244175,0.4429582062713171
d1,o_min,m059518_o_min_ord15_rk00004,0.42879187908923755,0.4296994627244175,0.4429582062713171
d1,o_min,m053533_o_min_ord9_rk00019,0.42870082807942833,0.4296994627244175,0.4429582062713171
d1,o_min,m059528_o_min_ord15_rk00014,0.4286955489620189,0.4296994627244175,0.4429582062713171
d1,o_min,m057517_o_min_ord13_rk00003,0.42851423894406504,0.4296994627244175,0.4429582062713171
d1,o_min,m061531_o_min_ord17_rk00017,0.4285070802358125,0.4296994627244175,0.4429582062713171
