objective,residual
o_min,2.187256656327149
o_min,-1.063181886129883
o_min,2.406410575503235
o_min,-21.35939078086768
o_min,1.246100550786926
o_min,5.990858040344056
o_min,-6.662347540051147
o_min,3.338848830358033
o_min,4.833295800328918
o_min,-4.184683641128845
o_min,11.57899696980682
o_min,4.554302157152222
o_min,-3.586458308193176
o_min,4.329217009806824
o_min,-1.182588002342224
o_min,15.30272024470642
o_min,9.992251801343627
o_min,-4.877165936685303
o_min,6.140737022612671
o_min,0.4627068027260748
o_min,5.427802500435791
o_min,13.9590181877478
o_min,7.544314727747192
o_min,14.43266241751633
o_min,8.132453627747802
o_min,-11.83467437645508
o_min,8.85070419030774
o_min,-3.077022082169678
o_min,5.209483241544921
o_min,6.288668031852264
o_min,-3.80796026662378
o_min,-7.686015470096916
o_min,11.16891603843185
o_min,-1.539358814898437
o_min,-2.126641386121093
o_min,8.215584241085633
o_min,-12.85028901096466
o_min,12.43368963003418
o_min,19.94455905656082
o_min,19.62204104959976
o_min,-0.9712730653649904
o_min,2.593119807622803
o_min,-10.67692276736499
o_min,-0.543538189920044
o_min,0.8598213994047241
o_min,-0.939115954595276
o_min,8.264341914396363
o_min,13.2467430246228
o_min,4.191213933729858
o_min,1.486781453396362
o_min,4.083256874622803
o_min,-1.983667589270142
o_min,3.954902504396363
o_min,2.793163621557618
o_min,11.97666203640472
o_min,-2.606167256270142
o_min,5.870483024404724
o_min,3.070592151729858
o_min,-7.620564082595276
o_min,-2.603841760603638
o_min,8.031233164622803
o_min,10.56306796238464
o_min,-0.3952966233771973
o_min,2.043200631055603
o_min,14.68451433946442
o_min,16.83688030872986
o_min,9.491604092384645
o_min,5.472451004622803
o_min,-4.575619998377197
o_min,5.288655133384643
o_min,6.858383271622802
o_min,-3.760099877270141
o_min,0.8340580836228026
o_min,5.416000832396362
o_min,2.433662916729858
o_min,-3.275855753273926
o_min,-3.216717298270141
o_min,-1.014479401615356
o_min,2.831296054622802
o_min,12.07192876872986
o_min,21.06840333870117
o_min,0.4697379254017946
o_min,-5.248979746595276
o_min,1.507439407396362
o_min,-2.191587055595276
o_min,2.385024756396362
o_min,2.08407032273996
o_min,2.316105202622802
o_min,-1.953997202603638
o_min,8.815083078729858
o_min,0.9996020553963624
o_min,-2.770818910270142
o_min,-0.2894825703771972
o_min,6.710327023401794
o_min,2.714903746622802
o_min,-2.014654341615357
o_min,11.2799345546228
o_min,5.709294919314057
o_min,0.8210238516228028
o_min,6.832747841396362
o_min,3.989997500622803
o_min,0.1216722056228025
o_min,-5.638181993944397
o_min,-3.231405872377197
o_min,1.74488716671814
o_min,10.1116050646228
o_min,-1.259339706377197
o_min,1.459586217404724
o_min,3.387765704218994
o_min,-4.263072927603638
o_min,-3.162671326377197
o_min,8.779789374622803
o_min,1.533526512404724
o_min,-1.812172173377197
o_min,-1.143496287377197
o_min,-0.5466239822701415
o_min,2.505442228404724
o_min,2.846514907396362
o_min,5.991208196622802
o_min,-4.685728393655944
o_min,0.8012080566228028
o_min,0.7664056386228029
o_min,10.96455707640472
o_min,3.032974812729859
o_min,-1.390336024603638
o_min,1.234797534622803
o_min,1.807917829404724
o_min,4.633673265622803
o_min,2.751272926729858
o_min,7.609660403622803
o_min,-1.694164652615356
o_min,-3.557629760595276
o_min,-0.5139653303771972
o_min,4.926217886404724
o_min,9.096360906404724
o_min,-4.339048115270142
o_min,1.695288277404724
o_min,5.514435131729859
o_min,7.322417061729858
o_min,4.478490922729859
o_min,-1.244441467655945
o_min,12.72031058872986
o_min,1.312326190396362
o_min,4.642888064055603
o_min,-3.299326697920044
o_min,5.033019951384643
o_min,0.1562671397181394
o_min,0.5252290740799559
o_min,11.02805275640472
o_min,-2.447606258270142
o_min,4.604146301396362
o_min,-3.967561647281861
o_min,-5.542103993598205
o_min,-4.765060255603638
o_min,12.42392729671814
o_min,1.378587477055603
o_min,-0.1990893053771971
o_min,2.907974538396362
o_min,3.816262721401793
o_min,-4.073021964377197
o_min,5.495819566055603
o_min,0.0345686517181396
o_min,-1.779543162920044
o_min,1.731233531396362
o_min,14.72471317872986
o_min,-1.524206691615356
o_min,2.541056476404724
o_min,5.91796596571814
o_min,3.883774203384643
o_min,9.527025994396364
o_min,1.517398842396362
o_min,5.294551929401795
o_min,-2.715298695377197
o_min,-1.062562179615357
o_min,0.0186913744017944
o_min,3.565071897396362
o_min,1.867163046384644
o_min,4.454776097384643
o_min,-6.323128950598205
o_min,6.427083743401795
o_min,-2.349586338944397
o_min,-2.052862300270996
o_min,2.146739102093567
o_min,4.442529440622803
o_min,5.884084822622802
o_min,9.067024821055602
o_min,4.718888918622802
o_min,6.088651511622803
o_min,0.8104863327298584
o_min,-4.760111796377197
o_min,7.062128432079955
o_min,1.853014186079956
o_min,12.2797735834018
o_min,2.555216344378235
o_min,13.56579653007996
o_min,12.58209887238464
o_min,0.060322135079956
o_min,5.130010399622803
o_min,2.93680729171814
o_min,-6.557434639377197
o_min,2.550007223079956
o_min,2.687241729055603
o_min,7.135968667079956
o_min,12.7754540610556
o_min,1.618126607941681
o_min,-3.374949833920044
o_min,-1.061010565270142
o_min,4.513202939401794
o_min,-0.068022137944397
o_min,2.969670117729859
o_min,-1.634633490944397
o_min,3.102491449729858
o_min,1.984562559404724
o_min,2.761619919384644
o_min,3.138542372396362
o_min,-0.6254617222583008
o_min,-3.687138845615357
o_min,0.6537615090799562
o_min,13.1319854110556
o_min,-0.7299754019443969
o_min,-2.475978572920044
o_min,1.252009281729858
o_min,9.88534324872986
o_min,-3.410036297595276
o_min,2.091397727729858
o_min,5.894032604729858
o_min,-4.793136523603637
o_min,6.931656118396361
o_min,-4.007914927377197
o_min,-5.249621314595276
o_min,-3.857371422603638
o_min,1.038498129079956
o_min,-2.329101157281861
o_min,-6.010821820377197
o_min,-3.433315875603638
o_min,-4.128598637377197
o_min,-2.155779395485107
o_min,11.7851152546228
o_min,3.840418438622802
o_min,-9.69016871128186
o_min,-0.4487718559443969
o_min,-1.681098736920044
o_min,3.90862439571814
o_min,6.891000471384643
o_min,-6.727749756920044
o_min,5.209247219055603
o_min,-6.145763148598205
o_min,3.921243390639618
o_min,-1.397882197377197
o_min,10.5024232046228
o_min,7.017824966396363
o_min,16.08868549640473
o_min,-3.067039142598205
o_min,7.360626697401795
o_min,1.830023732622802
o_min,8.060677208729858
o_min,-3.294153527603638
o_min,1.098144636729858
o_min,-0.5579287455308075
o_min,0.967258364396362
o_min,3.728217497622802
o_min,-3.150177953603638
o_min,-4.708992955944397
o_min,-4.132709626920044
o_min,4.078637995401794
o_min,-5.074261808944398
o_min,-2.210586592603638
